338.08,1314.9,1671.6,-209.99,-346.61,394.78,-263.38,-26.565,74.281,52.758,74.011,12.7,-153.22,112.59,-165.5,47.138,-63.1,16.434,-178.93,166.17,181.94,-10.038,-19.288,-37.694,-97.809,-66.873,142.02,0.10681,24.545,-54.289,133.85,13.989,-2.669,-1.2443,-67.439,35.817,-47.705,1.1846,-44.653,-9.4248,26.925,-7.8298,-30.494,5.7015,16.871,-9.7943,-0.029964,34.045,5.6188,14.945,-1
1586.1,3108,1671.5,32.812,-1111.1,-327.9,257.26,-146.56,27.881,-12.227,0.74024,192.45,-27.29,17.335,-35.158,50.367,-54.798,-73.237,-24.337,189.08,-156.17,-19.062,-10.028,28.838,-1.2032,-58.545,-121.68,-3.1915,-78.146,99.059,64.144,-56.539,31.252,-39.178,36.779,43.172,38.294,26.174,22.005,-53.038,9.1323,28.531,-11.088,-15.67,3.6791,-21.103,-8.8471,-32.704,-23.894,-18.74,-1
212.42,1809.9,1536.7,-284.5,-202.57,299.76,-137.36,67.394,102.39,160.16,-31.882,57.758,-125.2,167.73,-29.813,-15.467,27.737,-51.009,-198.92,214.64,-42.566,-37.303,-42.442,-23.451,19.502,-84.907,5.6546,37.48,35.084,26.688,54.646,-40.489,72.483,44.84,-64.674,23.717,13.161,-6.6904,-21.657,-30.989,60.072,1.6394,36.665,-2.9534,24.425,-7.0629,-38.765,25.69,5.2419,-24.359,-1
1357.5,2142.5,1622.2,121.28,-739.62,-91.54,155.99,23.587,146.88,-95.996,28.684,-48.38,21.511,52.423,-109.95,43.56,-123.07,19.274,-133.16,234.05,-118.27,-22.423,-4.9715,20.222,-51.124,-108.41,-54.861,42.006,45.459,109.75,55.718,-8.4332,58.518,-17.669,-78.491,42.448,29.627,-34.471,1.401,-7.7326,73.955,50.071,-23.793,12.047,-10.959,10.808,-8.4448,51.293,5.5426,-7.1262,-1
2806.6,114.9,445.03,-743.43,-278.44,274.21,262.39,-19.853,-99.32,-88.267,197.37,67.185,-58.938,-94.078,-26.431,158.92,-29.624,54.866,159.11,-66.434,-27.267,55.906,-10.377,-75.443,57.424,45.568,-7.6519,44.796,16.596,5.36,84.853,-18.577,0.2438,76.245,-30.977,14.683,-12.886,-29.822,-34.853,-28.037,12.308,3.1211,21.387,-16.326,10.051,-46.42,5.822,2.5293,-20.585,-9.7254,-1
166.96,-79.01,11.625,567.85,49.411,-301.53,-264.74,-85.389,-231.97,-83.331,35.896,-270.17,55.806,256.83,-54.315,-68.27,139.96,-7.2983,69.646,-270.35,141.15,-69.359,-95.712,93.782,22.676,54.29,-39.312,-87.796,17.419,-49.481,93.329,26.296,-26.361,20.211,-18.398,36.795,-17.851,15.945,-49.137,-59.155,-48.771,9.8391,-11.5,16.349,-30.771,-30.623,-4.9432,-23.589,35.437,-9.7587,-1
2360.1,148.68,-330.02,-4.3915,461.31,-315.24,-150.41,70.069,173.34,92.238,46.62,80.584,84.786,145.12,-171.37,-165.44,156.76,27.168,-16.432,-118,81.101,-113.42,-74.905,-113.39,3.4695,-75.323,-68.731,-127.37,-152,61.045,11.727,-4.1751,39.391,-16.833,3.2247,169.71,-25.612,-1.2483,13.226,-7.0959,3.6376,4.6834,49.638,-25.824,-47.502,6.5755,11.06,-8.1592,5.2429,17.392,-1
-979.21,-732.14,-383.37,-93.207,-41.933,-178.49,-73.729,-103.64,-163.42,-74.225,9.1491,-39.758,-11.408,6.9089,-28.23,23.599,93.116,-97.431,-64.383,15.587,-35.706,21.932,22.725,-53.912,-3.4526,50.937,53.995,-7.9466,60.691,90.141,48.062,13.27,-36.105,14.648,-9.5,9.764,19.649,-5.2462,-2.0052,-14.039,1.3641,-13.928,3.8039,-1.0266,-0.12137,-9.1724,-6.1227,18.073,-26.277,-4.0051,-1
-2474.2,-365.8,-478.62,-344.59,-247.3,340.11,-294.5,129.31,23.512,19.239,-68.197,-89.685,34.501,-12.672,7.167,12.407,49.542,24.158,22.853,-13.787,-43.542,22.937,12.535,-25.723,10.69,-46.029,39.455,-47.125,56.844,-18.083,46.175,14.352,17.978,31.74,-25.627,82.955,-26.966,62.033,-16.751,1.7517,-20.178,9.7199,0.62928,-78.477,41.927,28.652,-18.021,33.858,23.017,-25.588,-1
-833.64,-1035.8,-320.71,-157.14,-218.29,-24.651,-327.66,-44.385,-55.679,-157.66,-14.289,-91.992,-88.867,-137.35,-98.903,-66.152,-24.28,-15.68,5.5039,-26.521,-58.111,9.564,27.538,-7.4919,-34.02,24.048,-7.1771,-3.1295,-16.362,-20.996,4.8566,2.1422,0.43786,12.608,2.9976,-7.8295,5.207,-6.1156,0.017513,5.7752,13.267,2.6867,-5.1903,-10.356,-8.9222,4.4842,6.2534,4.9766,-3.0268,2.1035,1
