-1903.8,-993.72,-536.35,-167.8,-106.53,-204.79,-157.84,-334.54,295.86,-188.81,-70.495,43.063,-27.319,-130.79,-123.7,-58.411,-48.259,29.815,-60.851,26.716,-34.653,-48.354,-57.163,-51.06,-46.06,-22.818,36.28,-32.479,0.68927,-14.745,3.4693,-10.143,-17.672,-8.1158,10.933,-3.0022,-1.7561,-28.285,-17.98,6.7979,-0.44969,-0.08064,-5.6125,5.9889,-0.0076907,2.1694,-5.8511,-0.73253,-0.43199,-4.0837
-472.77,-930.74,-255.54,-120.4,-180.57,268.87,238.64,69.252,13.53,-77.588,97.565,43.164,-31.893,54.841,-161.74,4.1713,49.716,-36.527,16.639,7.3892,64.367,39.072,64.804,47.449,56.349,-45.943,10.161,-9.7193,46.505,92.412,-41.265,55.991,-45.746,-22.298,-22.758,10.688,3.6997,86.779,-14.059,25.113,-14.624,19.009,5.0237,-35.906,3.4715,33.884,20.81,0.318,-19.235,66.862
279.69,-914.32,-521.24,-255.19,181.96,-20.114,397.84,246.04,-198.31,-23.396,36.592,287.25,-111.06,-6.4419,150.94,-125.31,-29.238,56.291,-49.097,-41.859,39.709,39.555,17.203,57.348,50.054,-92.012,63.112,68.663,64.838,-6.3541,140.92,-34.312,-38.443,-29.939,57.961,23.784,-5.7341,-32.37,54.856,-0.18507,15.868,-10.158,-5.4052,-5.8595,-1.1177,-3.0589,-11.206,-13.926,-50.723,32.431
-383.06,-651.91,-276.59,-27.942,35.868,63.06,85.588,104.33,-259.12,10.403,87.277,-50.438,-70.912,-49.542,-104.75,-95.374,51.911,-38.024,4.2454,49.632,186.17,20.559,59.678,75.32,2.1601,16.653,73.697,55.128,26.906,9.0516,-16.243,41.433,-9.5112,17.795,66.031,35.879,16.374,-36.833,6.1131,14.383,25.922,-9.6085,-15.195,-25.713,-16.252,25.939,10.091,23.258,67.938,14.203
-49.148,-1065.5,-200.69,-139.79,219.85,-56.489,313.29,134.56,-58.934,-162.23,-65,-151.23,-97.19,-106.91,77.56,-159.07,-24.426,69.169,-9.5115,37.737,104.24,51.557,4.3298,-22.413,40.081,-44.386,15.07,30.559,-9.4296,29.39,37.3,26.886,-16.557,-28.654,-2.6256,-54.057,-32.085,-11.224,18.257,-16.327,-1.1075,-33.049,-12.284,-26.006,11.439,6.4098,-13.192,-10.621,16.879,-14.783
-475.26,-1067.4,-49.654,-161.65,185.63,-196.26,109.59,232.54,89.839,-219.86,-65.776,-35.603,-63.546,-92.871,55.101,-111.9,-114.98,93.153,-12.57,45.11,112.57,75.709,16.794,3.2535,52.549,-92.3,6.9082,81.353,-35.974,40.157,33.124,6.9536,-35.315,-20.088,-17.602,-36.966,-17.728,-5.7651,24.288,-1.2056,16.39,-31.242,-13.702,-19.595,24.108,3.4158,-23.339,-8.4759,8.631,-0.076283
-433.57,-1081.7,26.906,-166.69,150.7,60.295,314.87,-141.21,-49.398,-116.32,-51.87,-86.955,-86.654,-96.597,115.09,-145.48,21.203,18.145,-12.765,-11.042,23.772,66.564,3.6544,-14.705,42.044,-71.738,3.2981,5.6596,-8.6851,16.128,12.369,-5.7664,-19.914,3.7838,26.563,-35.9,-8.0663,23.676,25.355,29.896,6.4132,-5.803,26.026,-9.1086,15.598,7.9953,27.42,-9.61,6.5477,-10.199
-69.887,-1118.2,155.89,-64.569,-28.133,246.69,105.27,-51.392,198.1,36.348,-19.357,-32.254,-85.884,-64.972,-6.6638,-38.241,102.91,-20.071,41.088,70.179,123.19,-21.281,40.533,-12.135,15.463,6.2089,-14.633,67.884,-48.488,28.577,-26.424,50.564,48.111,-47.373,-18.748,47.711,20.906,-42.949,7.1447,45.877,-34.834,-29.7,-15.462,-28.763,10.46,16.362,44.398,3.7472,-28,32.771
787.61,-1.1579,357.46,94.26,158.12,92.524,-156,-101.38,-24.708,314.21,130.08,-187.89,-118.04,123.65,91.504,-146.01,-96.235,-115.71,-104.97,-181.32,17.22,109.79,39.76,-5.1618,-65.1,155.02,-6.6259,-69.326,12.9,-42.676,-216.17,2.2482,-38.943,-52.856,-37.819,-116.98,18.572,63.317,13.941,78.996,-107.12,6.7244,170.4,-50.992,8.6692,-24.554,3.0126,22.739,3.7707,-4.0356
-359.97,-809.83,-102.48,-237.34,-85.22,-50.671,-218.58,50.064,-66.454,2.0334,-87.291,36.432,14.658,-140.19,52.142,-92.092,42.817,21.636,36.574,57.202,119.84,-4.9207,44.635,55.851,34.443,10.659,-6.9457,35.573,-29.017,9.2181,17.402,79.439,34.543,21.863,22.274,8.6862,13.491,24.962,-6.8545,55.713,-7.6765,28.508,7.3973,0.9031,-32.177,17.031,25.926,27.045,-10.772,-18.78
-755.62,-955.87,75.245,-127.1,-300.66,225.86,-84.544,-62.397,131.64,-0.11111,23.446,-28.335,-37.698,-54.851,48.413,-22.702,36.586,-11.841,-6.2492,20.812,31.634,20.394,30.263,53.551,3.8378,-8.1925,37.318,51.341,-12.125,14.116,-11.147,72.603,26.433,-62.246,-31.63,-10.059,-23.157,37.424,17.428,11.245,-30.044,40.644,-5.6354,28.902,-51.079,32.514,79.411,18.566,-11.016,-0.50952
-631.67,-940.97,177.6,-96.803,-263.93,141.04,-243.03,-176.53,198.65,-3.532,17.854,-14.201,-42.789,-53.244,-67.787,45.663,-15.896,-18.889,12.446,4.5248,5.6566,92.193,31.593,53.565,97.486,-104.11,-30.436,34.222,-36.212,79.411,18.87,125.6,6.1785,39.115,-15.698,40.544,0.99062,-7.9859,-7.4129,-12.051,-74.401,44.338,5.9085,-13.183,39.711,19.105,33.855,5.5149,-1.2339,-7.8584
-701.64,-974.56,95.281,547.77,546.1,214.21,19.498,57.504,119.99,4.0298,10.545,-154.1,-90.352,-130.17,-94.207,42.88,128.82,-75.612,-43.746,100.14,49.913,81.051,21.675,38.929,34.153,-6.2468,-10.549,-3.3764,20.294,1.8959,-21.169,-2.7879,19.398,14.726,34.79,52.05,40.044,-10.14,11.065,57.451,-5.1269,-5.5993,11.968,11.05,57.247,11.221,-9.9055,26.11,-40.666,59.997
-663.29,-938.68,-248.66,572.35,543.21,273.46,165.06,380.05,108.02,-131.8,84.119,373.29,75.571,-38.717,-115.31,52.856,0.89532,-14.124,-52.957,77.324,42.237,-40.631,77.054,56.607,48.806,6.4112,-34.56,-19.435,67.248,43.758,-14.63,31.795,5.678,6.066,40.728,-9.2521,-3.8652,-7.5967,5.0435,-30.612,-0.67024,6.1387,-19.438,-20.804,-14.82,-4.3651,1.0103,4.0545,-14.272,-0.79566
-343.98,-968.27,55.79,512.95,600.86,175.86,158.54,134.17,13.15,-83.425,11.944,98.521,-41.648,-97.925,102.14,-99.041,109.45,4.8397,-79.246,86.024,43.615,27.362,2.4195,41.601,16.778,-44.369,80.303,89.221,20.154,-0.091356,56.586,19.108,23.187,-23.603,21.456,-32.529,-20.376,-73.224,32.428,5.5904,14.649,-12.851,-27.116,14.502,-3.633,6.194,-8.3007,27.629,11.721,-36.696
879.56,-963.58,-200.24,551.7,644.93,347.82,553.32,61.615,-214.4,36.43,63.293,75.195,-84.764,-86.651,22.24,-78.801,139.84,-44.074,-54.019,61.468,50.722,-38.869,-16.625,50.026,-57.782,4.2893,20.651,124.4,-15.349,-124.98,-66.595,34.694,146.51,-56.775,-108.13,108.44,101.81,-111.9,50.822,87.226,-0.70267,14.863,-19.983,-28.707,-18.85,-40.434,61.978,-86.077,-14.194,-40.571
-165.85,-976.68,164.89,674.7,258.45,354.5,-157.36,30.406,221.41,-96.525,55.029,43.652,-49.512,-74.779,-14.337,73.928,-93.771,33.558,-81.272,93.524,36.216,16.285,55.064,42.355,28.341,-19.052,94.511,11.959,54.248,39.429,38.738,15.053,5.3773,0.24193,104.67,-51.263,-26.122,-14.078,51.032,-35.904,-20.963,-12.074,0.28173,-51.424,7.1731,11.494,38.231,0.77364,-22.278,-13.671
201.07,-995.95,25.932,690.16,401.9,546.89,55.872,-7.6682,83.453,-19.251,65.233,45.245,-47.637,-61.443,-230.04,137.14,-49.1,-50.329,-46.465,125.7,66.883,82.609,61.496,55.465,84.212,-84.618,-65.354,-31.828,13.144,79.75,-22.645,42.534,-42.595,29.727,17.485,10.727,19.581,27.452,-30.03,-19.579,3.4797,7.7508,11.626,3.0826,35.073,-0.82213,-10.543,14.232,-26.409,16.387
-83.082,-1006.8,235.73,595.29,427.48,464.12,88.916,60.613,92.134,-6.7487,65.809,57.95,-60.516,-64.667,-190.46,111.38,-17.059,-51.726,-48.34,124.22,69.659,55.97,59.368,37.951,73.39,-57.734,-27.644,-32.837,26.369,78.964,-24.862,68.518,-9.2658,16.568,8.1328,-3.2639,17.042,56.637,-10.563,36.314,-8.3811,29.803,33.668,13.392,-18.662,26.322,55.491,43.643,-28.913,6.3794
395.8,-1010.2,342.44,691.84,299.61,351.12,-240.45,38.795,264.28,-110.35,59.379,171.48,15.754,-70.785,-131.07,103.42,63.932,-76.835,-58.41,80.708,-21.406,81.719,42.23,71.208,75.593,-144.5,-59.92,16.528,-15.617,61.483,-0.12587,49.387,-35.23,5.8138,6.0214,37.034,38.618,-31.588,-21.92,-46.69,15.133,-1.8325,-60.079,2.4765,64.905,-12.685,22.661,-1.5521,-34.094,16.765
-61.933,-1018.8,196.41,703.42,299.43,566.69,-159.39,120.28,252.36,-17.802,51.566,-58.53,-51.466,-85.542,-100.37,83.988,141.75,-82.016,-42.272,126.34,43.752,-6.6005,41.573,6.1043,35.516,-2.4986,6.1641,-32.064,36.854,42.764,-22.404,15.465,6.4407,8.0417,32.791,-47.247,-20.204,37.549,1.7527,0.12157,-2.3951,13.52,12.805,79.209,-47.246,-10.421,-15.086,-14.304,-1.4066,-9.115
